sample,station,date_sample,depth_m,species_name,size_class_cm,abundance,project
127101484,SD7,1/27/2010,100,Synodus lucioceps,18,1,PLOO
127101484,SD7,1/27/2010,100,Zalembius rosaceus,5,2,PLOO
127101484,SD7,1/27/2010,100,Zalembius rosaceus,10,2,PLOO
127101484,SD7,1/27/2010,100,Zalembius rosaceus,11,1,PLOO
127101484,SD7,1/27/2010,100,Zaniolepis frenata,12,1,PLOO
127101484,SD7,1/27/2010,100,Zaniolepis frenata,13,3,PLOO
127101484,SD7,1/27/2010,100,Zaniolepis frenata,14,2,PLOO
127101484,SD7,1/27/2010,100,Zaniolepis latipinnis,13,7,PLOO
127101484,SD7,1/27/2010,100,Zaniolepis latipinnis,14,18,PLOO
127101484,SD7,1/27/2010,100,Zaniolepis latipinnis,15,4,PLOO
127101485,SD8,1/27/2010,100,Chitonotus pugetensis,6,1,PLOO
127101485,SD8,1/27/2010,100,Chitonotus pugetensis,7,2,PLOO
127101485,SD8,1/27/2010,100,Chitonotus pugetensis,8,1,PLOO
127101485,SD8,1/27/2010,100,Chitonotus pugetensis,9,7,PLOO
127101485,SD8,1/27/2010,100,Chitonotus pugetensis,10,1,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,5,1,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,6,7,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,7,14,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,8,5,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,9,4,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,10,15,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,11,5,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,12,2,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,13,2,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,14,5,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,15,1,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,16,3,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,21,2,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,22,1,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,23,2,PLOO
127101485,SD8,1/27/2010,100,Citharichthys sordidus,25,1,PLOO
127101485,SD8,1/27/2010,100,Icelinus quadriseriatus,4,2,PLOO
127101485,SD8,1/27/2010,100,Icelinus quadriseriatus,5,2,PLOO
127101485,SD8,1/27/2010,100,Icelinus quadriseriatus,6,36,PLOO
127101485,SD8,1/27/2010,100,Icelinus quadriseriatus,7,42,PLOO
127101485,SD8,1/27/2010,100,Microstomus pacificus,10,3,PLOO
127101485,SD8,1/27/2010,100,Parophrys vetulus,15,1,PLOO
127101485,SD8,1/27/2010,100,Parophrys vetulus,16,1,PLOO
127101485,SD8,1/27/2010,100,Parophrys vetulus,22,1,PLOO
127101485,SD8,1/27/2010,100,Parophrys vetulus,23,1,PLOO
127101485,SD8,1/27/2010,100,Porichthys notatus,7,1,PLOO
127101485,SD8,1/27/2010,100,Porichthys notatus,8,1,PLOO
127101485,SD8,1/27/2010,100,Porichthys notatus,9,1,PLOO
127101485,SD8,1/27/2010,100,Porichthys notatus,10,4,PLOO
127101485,SD8,1/27/2010,100,Porichthys notatus,12,1,PLOO
127101485,SD8,1/27/2010,100,Raja inornata,20,1,PLOO
127101485,SD8,1/27/2010,100,Raja inornata,21,1,PLOO
127101485,SD8,1/27/2010,100,Raja inornata,50,1,PLOO
127101485,SD8,1/27/2010,100,Scorpaena guttata,24,1,PLOO
127101485,SD8,1/27/2010,100,Sebastes elongatus,7,1,PLOO
127101485,SD8,1/27/2010,100,Sebastes elongatus,15,1,PLOO
127101485,SD8,1/27/2010,100,Sebastes saxicola,7,9,PLOO
127101485,SD8,1/27/2010,100,Sebastes saxicola,8,5,PLOO
127101485,SD8,1/27/2010,100,Sebastes saxicola,9,1,PLOO
127101485,SD8,1/27/2010,100,Sebastes saxicola,11,1,PLOO
127101485,SD8,1/27/2010,100,Sebastes semicinctus,8,1,PLOO
127101485,SD8,1/27/2010,100,Sebastes semicinctus,9,1,PLOO
127101485,SD8,1/27/2010,100,Sebastes semicinctus,10,2,PLOO
127101485,SD8,1/27/2010,100,Sebastes semicinctus,11,2,PLOO
127101485,SD8,1/27/2010,100,Symphurus atricaudus,12,3,PLOO
127101485,SD8,1/27/2010,100,Symphurus atricaudus,13,1,PLOO
127101485,SD8,1/27/2010,100,Symphurus atricaudus,14,3,PLOO
127101485,SD8,1/27/2010,100,Symphurus atricaudus,15,3,PLOO
127101485,SD8,1/27/2010,100,Symphurus atricaudus,16,2,PLOO
127101485,SD8,1/27/2010,100,Synodus lucioceps,9,2,PLOO
127101485,SD8,1/27/2010,100,Synodus lucioceps,10,19,PLOO
127101485,SD8,1/27/2010,100,Synodus lucioceps,11,30,PLOO
127101485,SD8,1/27/2010,100,Synodus lucioceps,12,15,PLOO
127101485,SD8,1/27/2010,100,Synodus lucioceps,13,10,PLOO
127101485,SD8,1/27/2010,100,Synodus lucioceps,14,11,PLOO
127101485,SD8,1/27/2010,100,Synodus lucioceps,15,6,PLOO
127101485,SD8,1/27/2010,100,Xeneretmus latifrons,17,1,PLOO
127101485,SD8,1/27/2010,100,Zalembius rosaceus,5,5,PLOO
127101485,SD8,1/27/2010,100,Zalembius rosaceus,8,1,PLOO
127101485,SD8,1/27/2010,100,Zaniolepis frenata,9,1,PLOO
127101485,SD8,1/27/2010,100,Zaniolepis frenata,10,1,PLOO
127101485,SD8,1/27/2010,100,Zaniolepis frenata,11,1,PLOO
127101485,SD8,1/27/2010,100,Zaniolepis frenata,12,1,PLOO
127101485,SD8,1/27/2010,100,Zaniolepis frenata,13,6,PLOO
127101485,SD8,1/27/2010,100,Zaniolepis frenata,14,2,PLOO
127101485,SD8,1/27/2010,100,Zaniolepis frenata,15,2,PLOO
127101485,SD8,1/27/2010,100,Zaniolepis latipinnis,7,1,PLOO
127101485,SD8,1/27/2010,100,Zaniolepis latipinnis,13,1,PLOO
127101485,SD8,1/27/2010,100,Zaniolepis latipinnis,14,2,PLOO
406101551,SD15,4/6/2010,27,Chitonotus pugetensis,10,3,SBOO
406101551,SD15,4/6/2010,27,Citharichthys stigmaeus,3,6,SBOO
406101551,SD15,4/6/2010,27,Citharichthys stigmaeus,4,61,SBOO
406101551,SD15,4/6/2010,27,Citharichthys stigmaeus,5,1,SBOO
406101551,SD15,4/6/2010,27,Citharichthys stigmaeus,6,5,SBOO
406101551,SD15,4/6/2010,27,Citharichthys stigmaeus,7,8,SBOO
406101551,SD15,4/6/2010,27,Citharichthys stigmaeus,8,17,SBOO
406101551,SD15,4/6/2010,27,Citharichthys stigmaeus,9,6,SBOO
406101551,SD15,4/6/2010,27,Citharichthys stigmaeus,10,4,SBOO
406101551,SD15,4/6/2010,27,Citharichthys stigmaeus,11,1,SBOO
406101551,SD15,4/6/2010,27,Neoclinus blanchardi,14,1,SBOO
406101551,SD15,4/6/2010,27,Pleuronichthys decurrens,13,1,SBOO
406101551,SD15,4/6/2010,27,Pleuronichthys guttulatus,16,1,SBOO
406101551,SD15,4/6/2010,27,Pleuronichthys verticalis,9,1,SBOO
406101551,SD15,4/6/2010,27,Rhinobatos productus,64,1,SBOO
406101551,SD15,4/6/2010,27,Sebastes miniatus,4,3,SBOO
406101551,SD15,4/6/2010,27,Synodus lucioceps,10,1,SBOO
406101552,SD16,4/6/2010,27,Chitonotus pugetensis,9,3,SBOO
406101552,SD16,4/6/2010,27,Chitonotus pugetensis,11,1,SBOO
406101552,SD16,4/6/2010,27,Citharichthys stigmaeus,3,18,SBOO
406101552,SD16,4/6/2010,27,Citharichthys stigmaeus,4,14,SBOO
406101552,SD16,4/6/2010,27,Citharichthys stigmaeus,5,1,SBOO
406101552,SD16,4/6/2010,27,Citharichthys stigmaeus,6,1,SBOO
406101552,SD16,4/6/2010,27,Citharichthys stigmaeus,7,5,SBOO
406101552,SD16,4/6/2010,27,Citharichthys stigmaeus,8,34,SBOO
406101552,SD16,4/6/2010,27,Citharichthys stigmaeus,9,21,SBOO
406101552,SD16,4/6/2010,27,Citharichthys stigmaeus,10,6,SBOO
406101552,SD16,4/6/2010,27,Citharichthys xanthostigma,15,1,SBOO
406101552,SD16,4/6/2010,27,Parophrys vetulus,12,1,SBOO
406101552,SD16,4/6/2010,27,Parophrys vetulus,18,1,SBOO
406101552,SD16,4/6/2010,27,Pleuronichthys verticalis,6,1,SBOO
406101552,SD16,4/6/2010,27,Pleuronichthys verticalis,7,2,SBOO
406101552,SD16,4/6/2010,27,Pleuronichthys verticalis,8,1,SBOO
406101552,SD16,4/6/2010,27,Pleuronichthys verticalis,9,1,SBOO
406101552,SD16,4/6/2010,27,Sebastes miniatus,4,1,SBOO
406101552,SD16,4/6/2010,27,Squatina californica,38,1,SBOO
406101552,SD16,4/6/2010,27,Symphurus atricaudus,14,1,SBOO
406101552,SD16,4/6/2010,27,Synodus lucioceps,7,2,SBOO
406101552,SD16,4/6/2010,27,Synodus lucioceps,8,6,SBOO
406101552,SD16,4/6/2010,27,Synodus lucioceps,10,1,SBOO
406101552,SD16,4/6/2010,27,Synodus lucioceps,11,5,SBOO
406101552,SD16,4/6/2010,27,Synodus lucioceps,12,9,SBOO
406101552,SD16,4/6/2010,27,Synodus lucioceps,13,3,SBOO
406101552,SD16,4/6/2010,27,Synodus lucioceps,14,1,SBOO
406101552,SD16,4/6/2010,27,Synodus lucioceps,15,1,SBOO
406101552,SD16,4/6/2010,27,Synodus lucioceps,19,1,SBOO
406101552,SD16,4/6/2010,27,Zaniolepis latipinnis,13,1,SBOO
406101552,SD16,4/6/2010,27,Zaniolepis latipinnis,14,2,SBOO
406101552,SD16,4/6/2010,27,Zaniolepis latipinnis,16,1,SBOO
407101553,SD17,4/7/2010,30,Chitonotus pugetensis,7,1,SBOO
407101553,SD17,4/7/2010,30,Chitonotus pugetensis,9,6,SBOO
407101553,SD17,4/7/2010,30,Citharichthys stigmaeus,4,1,SBOO
407101553,SD17,4/7/2010,30,Citharichthys stigmaeus,7,7,SBOO
407101553,SD17,4/7/2010,30,Citharichthys stigmaeus,8,18,SBOO
407101553,SD17,4/7/2010,30,Citharichthys stigmaeus,9,14,SBOO
407101553,SD17,4/7/2010,30,Citharichthys stigmaeus,10,2,SBOO
407101553,SD17,4/7/2010,30,Citharichthys xanthostigma,13,1,SBOO
407101553,SD17,4/7/2010,30,Citharichthys xanthostigma,14,1,SBOO
407101553,SD17,4/7/2010,30,Genyonemus lineatus,16,1,SBOO
407101553,SD17,4/7/2010,30,Genyonemus lineatus,19,1,SBOO
407101553,SD17,4/7/2010,30,Icelinus quadriseriatus,6,3,SBOO
407101553,SD17,4/7/2010,30,Icelinus quadriseriatus,7,4,SBOO
407101553,SD17,4/7/2010,30,Parophrys vetulus,11,1,SBOO
407101553,SD17,4/7/2010,30,Parophrys vetulus,14,1,SBOO
407101553,SD17,4/7/2010,30,Parophrys vetulus,16,1,SBOO
407101553,SD17,4/7/2010,30,Parophrys vetulus,22,1,SBOO
407101553,SD17,4/7/2010,30,Pleuronichthys verticalis,8,1,SBOO
407101553,SD17,4/7/2010,30,Pleuronichthys verticalis,20,1,SBOO
407101553,SD17,4/7/2010,30,Rhinobatos productus,52,1,SBOO
407101553,SD17,4/7/2010,30,Sebastes saxicola,3,2,SBOO
407101553,SD17,4/7/2010,30,Sebastes saxicola,4,1,SBOO
407101553,SD17,4/7/2010,30,Symphurus atricaudus,9,1,SBOO
407101553,SD17,4/7/2010,30,Synodus lucioceps,8,1,SBOO
407101553,SD17,4/7/2010,30,Synodus lucioceps,12,7,SBOO
407101553,SD17,4/7/2010,30,Synodus lucioceps,13,1,SBOO
407101553,SD17,4/7/2010,30,Synodus lucioceps,14,1,SBOO
407101553,SD17,4/7/2010,30,Synodus lucioceps,17,1,SBOO
407101553,SD17,4/7/2010,30,Zaniolepis latipinnis,11,1,SBOO
407101553,SD17,4/7/2010,30,Zaniolepis latipinnis,13,4,SBOO
407101553,SD17,4/7/2010,30,Zaniolepis latipinnis,14,6,SBOO
407101553,SD17,4/7/2010,30,Zaniolepis latipinnis,15,2,SBOO
407101554,SD18,4/7/2010,30,Citharichthys stigmaeus,3,2,SBOO
407101554,SD18,4/7/2010,30,Citharichthys stigmaeus,4,11,SBOO
407101554,SD18,4/7/2010,30,Citharichthys stigmaeus,5,2,SBOO
407101554,SD18,4/7/2010,30,Citharichthys stigmaeus,7,5,SBOO
407101554,SD18,4/7/2010,30,Citharichthys stigmaeus,8,13,SBOO
407101554,SD18,4/7/2010,30,Citharichthys stigmaeus,9,15,SBOO
407101554,SD18,4/7/2010,30,Citharichthys stigmaeus,10,3,SBOO
407101554,SD18,4/7/2010,30,Citharichthys stigmaeus,11,1,SBOO
407101554,SD18,4/7/2010,30,Citharichthys xanthostigma,14,1,SBOO
407101554,SD18,4/7/2010,30,Genyonemus lineatus,13,1,SBOO
407101554,SD18,4/7/2010,30,Genyonemus lineatus,14,3,SBOO
407101554,SD18,4/7/2010,30,Genyonemus lineatus,15,14,SBOO
407101554,SD18,4/7/2010,30,Genyonemus lineatus,16,3,SBOO
407101554,SD18,4/7/2010,30,Genyonemus lineatus,17,4,SBOO
407101554,SD18,4/7/2010,30,Genyonemus lineatus,18,3,SBOO
407101554,SD18,4/7/2010,30,Genyonemus lineatus,19,1,SBOO
407101554,SD18,4/7/2010,30,Genyonemus lineatus,22,1,SBOO
407101554,SD18,4/7/2010,30,Icelinus quadriseriatus,6,1,SBOO
407101554,SD18,4/7/2010,30,Icelinus quadriseriatus,7,2,SBOO
407101554,SD18,4/7/2010,30,Ophidion scrippsae,17,3,SBOO
407101554,SD18,4/7/2010,30,Ophidion scrippsae,18,2,SBOO
407101554,SD18,4/7/2010,30,Parophrys vetulus,13,1,SBOO
407101554,SD18,4/7/2010,30,Parophrys vetulus,14,1,SBOO
407101554,SD18,4/7/2010,30,Parophrys vetulus,15,2,SBOO
407101554,SD18,4/7/2010,30,Parophrys vetulus,17,1,SBOO
407101554,SD18,4/7/2010,30,Parophrys vetulus,18,2,SBOO
407101554,SD18,4/7/2010,30,Parophrys vetulus,21,2,SBOO
407101554,SD18,4/7/2010,30,Peprilus simillimus,9,1,SBOO
407101554,SD18,4/7/2010,30,Peprilus simillimus,10,15,SBOO
407101554,SD18,4/7/2010,30,Peprilus simillimus,11,119,SBOO
407101554,SD18,4/7/2010,30,Peprilus simillimus,12,28,SBOO
407101554,SD18,4/7/2010,30,Peprilus simillimus,13,2,SBOO
407101554,SD18,4/7/2010,30,Pleuronichthys ritteri,18,1,SBOO
407101554,SD18,4/7/2010,30,Pleuronichthys verticalis,12,2,SBOO
407101554,SD18,4/7/2010,30,Pleuronichthys verticalis,18,2,SBOO
407101554,SD18,4/7/2010,30,Pleuronichthys verticalis,20,2,SBOO
407101554,SD18,4/7/2010,30,Rhinobatos productus,48,1,SBOO
407101554,SD18,4/7/2010,30,Rhinobatos productus,53,1,SBOO
407101554,SD18,4/7/2010,30,Sebastes saxicola,4,1,SBOO
407101554,SD18,4/7/2010,30,Seriphus politus,13,2,SBOO
407101554,SD18,4/7/2010,30,Seriphus politus,14,2,SBOO
407101554,SD18,4/7/2010,30,Symphurus atricaudus,10,1,SBOO
407101554,SD18,4/7/2010,30,Symphurus atricaudus,14,2,SBOO
407101554,SD18,4/7/2010,30,Synodus lucioceps,12,3,SBOO
407101554,SD18,4/7/2010,30,Zaniolepis latipinnis,13,1,SBOO
407101555,SD19,4/7/2010,28,Chitonotus pugetensis,8,2,SBOO
407101555,SD19,4/7/2010,28,Chitonotus pugetensis,9,3,SBOO
407101555,SD19,4/7/2010,28,Chitonotus pugetensis,11,1,SBOO
407101555,SD19,4/7/2010,28,Chitonotus pugetensis,12,1,SBOO
407101555,SD19,4/7/2010,28,Citharichthys stigmaeus,3,2,SBOO
407101555,SD19,4/7/2010,28,Citharichthys stigmaeus,4,11,SBOO
407101555,SD19,4/7/2010,28,Citharichthys stigmaeus,5,2,SBOO
407101555,SD19,4/7/2010,28,Citharichthys stigmaeus,7,1,SBOO
407101555,SD19,4/7/2010,28,Citharichthys stigmaeus,8,12,SBOO
407101555,SD19,4/7/2010,28,Citharichthys stigmaeus,9,20,SBOO
407101555,SD19,4/7/2010,28,Citharichthys stigmaeus,10,3,SBOO
407101555,SD19,4/7/2010,28,Citharichthys xanthostigma,13,1,SBOO
407101555,SD19,4/7/2010,28,Citharichthys xanthostigma,14,1,SBOO
407101555,SD19,4/7/2010,28,Genyonemus lineatus,16,1,SBOO
407101555,SD19,4/7/2010,28,Icelinus quadriseriatus,6,1,SBOO
407101555,SD19,4/7/2010,28,Paralichthys californicus,29,1,SBOO
407101555,SD19,4/7/2010,28,Parophrys vetulus,15,1,SBOO
407101555,SD19,4/7/2010,28,Parophrys vetulus,18,1,SBOO
407101555,SD19,4/7/2010,28,Pleuronichthys verticalis,5,1,SBOO
407101555,SD19,4/7/2010,28,Pleuronichthys verticalis,9,1,SBOO
407101555,SD19,4/7/2010,28,Pleuronichthys verticalis,17,1,SBOO
407101555,SD19,4/7/2010,28,Scorpaena guttata,24,1,SBOO
407101555,SD19,4/7/2010,28,Sebastes saxicola,4,1,SBOO
407101555,SD19,4/7/2010,28,Symphurus atricaudus,8,1,SBOO
407101555,SD19,4/7/2010,28,Symphurus atricaudus,9,1,SBOO
407101555,SD19,4/7/2010,28,Synodus lucioceps,10,1,SBOO
407101555,SD19,4/7/2010,28,Synodus lucioceps,11,2,SBOO
407101555,SD19,4/7/2010,28,Synodus lucioceps,14,2,SBOO
407101555,SD19,4/7/2010,28,Synodus lucioceps,24,1,SBOO
407101555,SD19,4/7/2010,28,Zaniolepis latipinnis,13,1,SBOO
407101556,SD20,4/7/2010,29,Chitonotus pugetensis,8,1,SBOO
407101556,SD20,4/7/2010,29,Chitonotus pugetensis,9,7,SBOO
407101556,SD20,4/7/2010,29,Chitonotus pugetensis,10,2,SBOO
407101556,SD20,4/7/2010,29,Citharichthys stigmaeus,3,8,SBOO
407101556,SD20,4/7/2010,29,Citharichthys stigmaeus,4,7,SBOO
407101556,SD20,4/7/2010,29,Citharichthys stigmaeus,5,1,SBOO
407101556,SD20,4/7/2010,29,Citharichthys stigmaeus,7,4,SBOO
407101556,SD20,4/7/2010,29,Citharichthys stigmaeus,8,30,SBOO
407101556,SD20,4/7/2010,29,Citharichthys stigmaeus,9,27,SBOO
407101556,SD20,4/7/2010,29,Citharichthys stigmaeus,10,10,SBOO
407101556,SD20,4/7/2010,29,Odontopyxis trispinosa,6,1,SBOO
407101556,SD20,4/7/2010,29,Paralichthys californicus,30,1,SBOO
407101556,SD20,4/7/2010,29,Parophrys vetulus,11,1,SBOO
407101556,SD20,4/7/2010,29,Parophrys vetulus,14,1,SBOO
407101556,SD20,4/7/2010,29,Parophrys vetulus,16,1,SBOO
407101556,SD20,4/7/2010,29,Pleuronichthys verticalis,15,1,SBOO
407101556,SD20,4/7/2010,29,Porichthys notatus,6,1,SBOO
407101556,SD20,4/7/2010,29,Raja inornata,23,1,SBOO
407101556,SD20,4/7/2010,29,Raja inornata,42,1,SBOO
407101556,SD20,4/7/2010,29,Rhinobatos productus,29,1,SBOO
407101556,SD20,4/7/2010,29,Scorpaena guttata,26,1,SBOO
407101556,SD20,4/7/2010,29,Sebastes miniatus,4,1,SBOO
407101556,SD20,4/7/2010,29,Synodus lucioceps,8,1,SBOO
407101556,SD20,4/7/2010,29,Synodus lucioceps,12,2,SBOO
407101556,SD20,4/7/2010,29,Synodus lucioceps,13,2,SBOO
407101556,SD20,4/7/2010,29,Zaniolepis latipinnis,13,3,SBOO
407101556,SD20,4/7/2010,29,Zaniolepis latipinnis,14,5,SBOO
407101556,SD20,4/7/2010,29,Zaniolepis latipinnis,15,1,SBOO
407101557,SD21,4/7/2010,29,Citharichthys stigmaeus,6,1,SBOO
407101557,SD21,4/7/2010,29,Citharichthys stigmaeus,8,8,SBOO
407101557,SD21,4/7/2010,29,Citharichthys stigmaeus,9,7,SBOO
407101557,SD21,4/7/2010,29,Cymatogaster aggregata,9,1,SBOO
407101557,SD21,4/7/2010,29,Cymatogaster aggregata,11,1,SBOO
407101557,SD21,4/7/2010,29,Engraulis mordax,10,1,SBOO
407101557,SD21,4/7/2010,29,Genyonemus lineatus,11,3,SBOO
407101557,SD21,4/7/2010,29,Genyonemus lineatus,12,4,SBOO
407101557,SD21,4/7/2010,29,Genyonemus lineatus,13,2,SBOO
407101557,SD21,4/7/2010,29,Genyonemus lineatus,14,1,SBOO
407101557,SD21,4/7/2010,29,Genyonemus lineatus,16,2,SBOO
407101557,SD21,4/7/2010,29,Genyonemus lineatus,17,1,SBOO
407101557,SD21,4/7/2010,29,Genyonemus lineatus,18,2,SBOO
407101557,SD21,4/7/2010,29,Paralichthys californicus,22,1,SBOO
407101557,SD21,4/7/2010,29,Paralichthys californicus,42,1,SBOO
407101557,SD21,4/7/2010,29,Parophrys vetulus,17,1,SBOO
407101557,SD21,4/7/2010,29,Parophrys vetulus,22,1,SBOO
407101557,SD21,4/7/2010,29,Peprilus simillimus,8,1,SBOO
407101557,SD21,4/7/2010,29,Peprilus simillimus,9,2,SBOO
407101557,SD21,4/7/2010,29,Pleuronichthys verticalis,12,1,SBOO
407101557,SD21,4/7/2010,29,Pleuronichthys verticalis,13,1,SBOO
407101557,SD21,4/7/2010,29,Pleuronichthys verticalis,14,1,SBOO
407101557,SD21,4/7/2010,29,Pleuronichthys verticalis,18,1,SBOO
407101557,SD21,4/7/2010,29,Pleuronichthys verticalis,19,1,SBOO
407101557,SD21,4/7/2010,29,Pleuronichthys verticalis,23,1,SBOO
407101557,SD21,4/7/2010,29,Porichthys myriaster,23,1,SBOO
407101557,SD21,4/7/2010,29,Rhinobatos productus,32,1,SBOO
407101557,SD21,4/7/2010,29,Scorpaena guttata,14,1,SBOO
407101557,SD21,4/7/2010,29,Scorpaena guttata,21,1,SBOO
407101557,SD21,4/7/2010,29,Scorpaena guttata,28,1,SBOO
407101557,SD21,4/7/2010,29,Symphurus atricaudus,9,2,SBOO
407101557,SD21,4/7/2010,29,Symphurus atricaudus,10,2,SBOO
407101557,SD21,4/7/2010,29,Symphurus atricaudus,11,1,SBOO
407101557,SD21,4/7/2010,29,Symphurus atricaudus,12,1,SBOO
407101557,SD21,4/7/2010,29,Symphurus atricaudus,14,1,SBOO
407101557,SD21,4/7/2010,29,Urobatis halleri,23,1,SBOO
407101557,SD21,4/7/2010,29,Zaniolepis latipinnis,13,1,SBOO
707101100,SD15,7/7/2010,27,Chitonotus pugetensis,8,2,SBOO
707101100,SD15,7/7/2010,27,Chitonotus pugetensis,9,4,SBOO
707101100,SD15,7/7/2010,27,Chitonotus pugetensis,10,3,SBOO
707101100,SD15,7/7/2010,27,Chitonotus pugetensis,12,1,SBOO
707101100,SD15,7/7/2010,27,Citharichthys stigmaeus,3,2,SBOO
707101100,SD15,7/7/2010,27,Citharichthys stigmaeus,4,23,SBOO
707101100,SD15,7/7/2010,27,Citharichthys stigmaeus,5,80,SBOO
707101100,SD15,7/7/2010,27,Citharichthys stigmaeus,6,77,SBOO
707101100,SD15,7/7/2010,27,Citharichthys stigmaeus,7,48,SBOO
707101100,SD15,7/7/2010,27,Citharichthys stigmaeus,8,14,SBOO
707101100,SD15,7/7/2010,27,Citharichthys stigmaeus,9,22,SBOO
707101100,SD15,7/7/2010,27,Citharichthys stigmaeus,10,52,SBOO
707101100,SD15,7/7/2010,27,Citharichthys stigmaeus,11,24,SBOO
707101100,SD15,7/7/2010,27,Citharichthys stigmaeus,12,3,SBOO
707101100,SD15,7/7/2010,27,Citharichthys stigmaeus,13,1,SBOO
707101100,SD15,7/7/2010,27,Parophrys vetulus,15,1,SBOO
707101100,SD15,7/7/2010,27,Pleuronichthys ritteri,13,1,SBOO
707101100,SD15,7/7/2010,27,Pleuronichthys ritteri,19,1,SBOO
707101100,SD15,7/7/2010,27,Pleuronichthys verticalis,10,1,SBOO
707101100,SD15,7/7/2010,27,Pleuronichthys verticalis,11,3,SBOO
707101100,SD15,7/7/2010,27,Pleuronichthys verticalis,13,1,SBOO
707101100,SD15,7/7/2010,27,Scorpaena guttata,10,1,SBOO
707101100,SD15,7/7/2010,27,Synodus lucioceps,9,7,SBOO
707101100,SD15,7/7/2010,27,Synodus lucioceps,10,39,SBOO
707101100,SD15,7/7/2010,27,Synodus lucioceps,11,15,SBOO
707101100,SD15,7/7/2010,27,Synodus lucioceps,12,5,SBOO
707101100,SD15,7/7/2010,27,Synodus lucioceps,13,2,SBOO
707101100,SD15,7/7/2010,27,Synodus lucioceps,14,1,SBOO
707101100,SD15,7/7/2010,27,Torpedo californica,70,1,SBOO
707101101,SD16,7/7/2010,27,Chitonotus pugetensis,7,3,SBOO
707101101,SD16,7/7/2010,27,Chitonotus pugetensis,8,2,SBOO
707101101,SD16,7/7/2010,27,Chitonotus pugetensis,9,7,SBOO
707101101,SD16,7/7/2010,27,Chitonotus pugetensis,10,8,SBOO
707101101,SD16,7/7/2010,27,Chitonotus pugetensis,11,2,SBOO
707101101,SD16,7/7/2010,27,Chitonotus pugetensis,12,1,SBOO
707101101,SD16,7/7/2010,27,Citharichthys stigmaeus,4,9,SBOO
707101101,SD16,7/7/2010,27,Citharichthys stigmaeus,5,40,SBOO
707101101,SD16,7/7/2010,27,Citharichthys stigmaeus,6,46,SBOO
707101101,SD16,7/7/2010,27,Citharichthys stigmaeus,7,7,SBOO
707101101,SD16,7/7/2010,27,Citharichthys stigmaeus,8,4,SBOO
707101101,SD16,7/7/2010,27,Citharichthys stigmaeus,9,11,SBOO
707101101,SD16,7/7/2010,27,Citharichthys stigmaeus,10,27,SBOO
707101101,SD16,7/7/2010,27,Citharichthys stigmaeus,11,12,SBOO
707101101,SD16,7/7/2010,27,Citharichthys stigmaeus,12,2,SBOO
707101101,SD16,7/7/2010,27,Citharichthys xanthostigma,12,1,SBOO
707101101,SD16,7/7/2010,27,Citharichthys xanthostigma,14,3,SBOO
707101101,SD16,7/7/2010,27,Citharichthys xanthostigma,15,2,SBOO
707101101,SD16,7/7/2010,27,Citharichthys xanthostigma,17,1,SBOO
707101101,SD16,7/7/2010,27,Icelinus quadriseriatus,6,6,SBOO
707101101,SD16,7/7/2010,27,Icelinus quadriseriatus,7,12,SBOO
707101101,SD16,7/7/2010,27,Parophrys vetulus,14,1,SBOO
707101101,SD16,7/7/2010,27,Parophrys vetulus,16,1,SBOO
707101101,SD16,7/7/2010,27,Pleuronichthys verticalis,10,1,SBOO
707101101,SD16,7/7/2010,27,Pleuronichthys verticalis,12,1,SBOO
707101101,SD16,7/7/2010,27,Pleuronichthys verticalis,13,1,SBOO
707101101,SD16,7/7/2010,27,Pleuronichthys verticalis,15,1,SBOO
707101101,SD16,7/7/2010,27,Porichthys notatus,12,1,SBOO
707101101,SD16,7/7/2010,27,Sebastes auriculatus,6,1,SBOO
707101101,SD16,7/7/2010,27,Symphurus atricaudus,9,2,SBOO
707101101,SD16,7/7/2010,27,Synodus lucioceps,9,3,SBOO
707101101,SD16,7/7/2010,27,Synodus lucioceps,10,51,SBOO
707101101,SD16,7/7/2010,27,Synodus lucioceps,11,99,SBOO
707101101,SD16,7/7/2010,27,Synodus lucioceps,12,51,SBOO
707101101,SD16,7/7/2010,27,Synodus lucioceps,13,4,SBOO
707101101,SD16,7/7/2010,27,Xystreurys liolepis,9,1,SBOO
707101102,SD17,7/7/2010,30,Chitonotus pugetensis,8,4,SBOO
707101102,SD17,7/7/2010,30,Chitonotus pugetensis,9,9,SBOO
707101102,SD17,7/7/2010,30,Chitonotus pugetensis,10,1,SBOO
